Organization;Own BIC;Corr Bic;Status DateTime;Service;Pending;Valid From;Valid To;Version;History;Gen Meth;Type;Export Date;Issue Datetime;Status;Permission;Last modified by
P01HBS;ABSGCHGG;BHFBDEFF;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-12-04T11:02:04Z;Enabled;;@Support
P01HBS;ABSGCHGG;BHFBDEFF;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-12-05T07:34:16Z;Enabled;;@Support
P01HBS;ABSGCHGG;BIATTNTT;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-06-06T14:23:22Z;Enabled;;@Support
P01HBS;ABSGCHGG;BIATTNTT;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-08T10:37:19Z;Enabled;;@Support
P01HBS;ABSGCHGG;BICFCHGG;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-03-14T13:40:52Z;Enabled;;@Support
P01HBS;ABSGCHGG;BICFCHGG;2015-12-29T15:06:54+01:00;swift.fin;;3/17/2014;;1;CUR;Imported;To Send;;2014-03-17T09:55:30Z;Enabled;;@Support
P01HBS;ABSGCHGG;BILSCHZZ;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T05:54:38Z;Enabled;;@Support
P01HBS;ABSGCHGG;BILSCHZZ;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-10-20T13:13:29Z;Enabled;;@Support
P01HBS;ABSGCHGG;BINORUMM;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-12-14T14:46:18Z;Enabled;;@Support
P01HBS;ABSGCHGG;BINORUMM;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-12-15T08:11:52Z;Enabled;;@Support
P01HBS;ABSGCHGG;BIRCCHGG;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-05-01T13:20:21Z;Enabled;;@Support
P01HBS;ABSGCHGG;BIRCCHGG;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-05-03T15:08:56Z;Enabled;+{515,518,599};@Support
P01HBS;ABSGCHGG;BJSBGB2X;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BJSBGB2X;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BJSBGIGX;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BJSBGIGX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BJSBMCMX;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BJSBMCMX;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BKBBCHBB;2017-10-18T17:43:31+02:00;swift.fin;;;;2;CUR;Created;To Receive;;2017-10-18T15:43:29Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BKBPIRTH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BKBPIRTH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BKDNINBB;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-09-09T14:46:09Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKIDFRPP;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-02-04T15:44:50Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKIDINBB;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-09-09T14:12:02Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKIDINBB;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2014-10-20T10:05:17Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKKBTHBK;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2015-02-10T12:55:24Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKKBTHBK;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2015-02-11T08:03:05Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKMNIRTH;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-06-29T14:21:10Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKMNIRTH;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-06-30T05:28:31Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKMTIRTH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2009-10-22T13:31:45Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKMTIRTH;2016-04-27T11:57:47+02:00;swift.fin;;;;1;CUR;Received;To Send;;2016-02-16T07:35:27Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BKPAIRTH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BKPAIRTH;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BKRBAFKA;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-03-03T14:37:10Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKRCRUMM;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-06-04T12:29:17Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKTRUS33;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T05:55:38Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKTRUS33;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-10-14T14:10:18Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKTWTWTP;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-01-06T16:06:10Z;Enabled;;@Support
P01HBS;ABSGCHGG;BKTWTWTP;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-12-16T06:24:40Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMCEFRPP;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-09-26T07:13:56Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMCEFRPP;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-09-25T16:30:55Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMCEMAMC;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-04-19T12:11:01Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMCEMAMC;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-04-28T12:13:32Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMICDZAL;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-05-21T08:23:48Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMICDZAL;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-05-23T16:05:32Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMJIIRTH;2016-05-02T16:32:56+02:00;swift.fin;;;;3;CUR;Created;To Receive;;2016-05-02T14:32:53Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BMJIIRTH;2016-05-02T16:32:35+02:00;swift.fin;;;;1;CUR;Received;To Send;;2016-04-30T06:32:21Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BMRIIDJA;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-10-03T09:32:21Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMUSBHBM;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-11-17T10:59:26Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMUSBHBM;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-11-22T07:13:54Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMUSOMRX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-04-19T12:15:55Z;Enabled;;@Support
P01HBS;ABSGCHGG;BMUSOMRX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-09-23T04:46:46Z;Enabled;;@Support
P01HBS;ABSGCHGG;BNINIDJA;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-01-07T09:08:53Z;Enabled;;@Support
P01HBS;ABSGCHGG;BNTETNTT;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-11-01T15:47:53Z;Enabled;;@Support
P01HBS;ABSGCHGG;BNTETNTT;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-11-02T09:47:16Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOFAGB22;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BOFAGB22;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BOFAUS3N;2018-09-03T16:53:05.704+02:00;swift.fin;;;;2;CUR;Created;To Receive;;2018-09-03T14:52:54Z;Enabled;+{8xx}-{740}+{6xx}+{5xx}+{4xx}+{3xx}+{2xx}+{1xx};AZBOND
P01HBS;ABSGCHGG;BOFAUS3N;2018-09-03T16:51:42.592+02:00;swift.fin;;;;1;CUR;Received;To Send;;2018-08-30T22:46:22Z;Enabled;+{8xx}-{740}+{6xx}+{5xx}+{4xx}+{3xx}+{2xx}+{1xx};AZBOND
P01HBS;ABSGCHGG;BOFCUS33;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T12:24:34Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOFCUS33;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-10-10T15:32:21Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOIMIRTH;2016-03-08T17:40:20+01:00;swift.fin;;;;3;CUR;Created;To Receive;;2016-03-08T16:40:18Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BOIMIRTH;2016-03-08T17:40:07+01:00;swift.fin;;;;1;CUR;Received;To Send;;2016-02-20T08:00:52Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BOJJCNBJ;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-02-25T14:48:46Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOJJCNBJ;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-03-01T00:50:28Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOMLAEAD;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-07-19T06:55:04Z;Enabled;;@Support
P01HBS;ABSGCHGG;BOMLAEAD;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-07-10T09:07:18Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPCPAEAD;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-01-16T13:07:37Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPCPAEAD;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2014-01-15T14:34:41Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPCPCHGG;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-12-15T16:57:32Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPCPCHGG;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-12-30T08:00:21Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPDGCHGG;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-02-20T08:49:52Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPDGCHGG;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-02-20T09:56:58Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPMIITMM;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-01-12T13:16:23Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPMIITMM;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-01-13T14:26:43Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPMOIT22;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-01-31T15:12:16Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPMOIT22;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-02-01T08:04:35Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPNPPTPL;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T05:56:06Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPNPPTPL;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-10-15T15:32:28Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPPBCHGG;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BPROVECA;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-02-08T09:39:00Z;Enabled;;@Support
P01HBS;ABSGCHGG;BPROVECA;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-02-08T21:10:45Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRAKBDDH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-10-09T12:19:15Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRAKBDDH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-10-10T06:38:43Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRBAGB2L;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T05:56:35Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRBAGB2L;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-11-20T12:00:50Z;Enabled;;@Support
P01HBS;ABSGCHGG;BREDFRPP;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-06-21T13:24:10Z;Enabled;;@Support
P01HBS;ABSGCHGG;BREDFRPP;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-21T14:06:37Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRGNKWKW;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2015-04-13T13:26:51Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRGNKWKW;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2015-04-13T06:53:19Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRKADZAL;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-04-16T15:01:13Z;Enabled;;@Support
P01HBS;ABSGCHGG;BRKADZAL;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-10-14T12:21:19Z;Enabled;;@Support
P01HBS;ABSGCHGG;BROMITRD;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-04-22T13:18:08Z;Enabled;;@Support
P01HBS;ABSGCHGG;BROMITRD;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-04-22T12:34:19Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSAHBJBJ;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-09-19T11:58:31Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSAHBJBJ;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-09-26T09:48:03Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSAHCIAB;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-11-17T10:58:52Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSAHCIAB;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-01-04T08:56:48Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSCTCH22;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-03-30T13:55:54Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSCTCH22;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-03-29T09:01:52Z;Enabled;+{7xx};@Support
P01HBS;ABSGCHGG;BSICITRR;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-04-22T14:14:13Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSICITRR;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-04-22T12:34:20Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSILCH22;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;BSILCH22;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;BSTUTNTT;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-06-06T14:46:09Z;Enabled;;@Support
P01HBS;ABSGCHGG;BSTUTNTT;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-14T06:52:03Z;Enabled;;@Support
P01HBS;ABSGCHGG;BTBKTNTT;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-06-06T14:22:42Z;Enabled;;@Support
P01HBS;ABSGCHGG;BTBKTNTT;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-07T16:01:20Z;Enabled;;@Support
P01HBS;ABSGCHGG;BTEJFRPP;2017-08-14T13:53:21+02:00;swift.fin;;;;2;CUR;Created;To Receive;;2017-08-14T11:53:19Z;Enabled;;AZCIGA
P01HBS;ABSGCHGG;BTEJFRPP;2017-08-14T13:41:38+02:00;swift.fin;;;;1;CUR;Received;To Send;;2017-08-11T13:54:12Z;Enabled;;AZCIGA
P01HBS;ABSGCHGG;BTEJIRTH;2015-12-29T15:06:54+01:00;swift.fin;;6/19/0009;;1;CUR;Imported;To Receive;;2009-06-19T06:51:47Z;Enabled;;@Support
P01HBS;ABSGCHGG;BTEJIRTH;2016-04-27T12:04:57+02:00;swift.fin;;;;1;CUR;Received;To Send;;2016-02-20T08:35:29Z;Enabled;;AZQUIS
P01HBS;ABSGCHGG;BTOSIRTH;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-02-23T11:51:04Z;Enabled;;@Support
P01HBS;ABSGCHGG;BTOSIRTH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-02-16T11:23:45Z;Enabled;;@Support
P01HBS;ABSGCHGG;BVADESMM;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-04-16T14:59:25Z;Enabled;;@Support
P01HBS;ABSGCHGG;BVADESMM;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-04-17T10:06:55Z;Enabled;;@Support
P01HBS;ABSGCHGG;CAYTTRIS;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-11-12T13:58:11Z;Enabled;;@Support
P01HBS;ABSGCHGG;CAYTTRIS;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-12-08T08:26:50Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBDUAEAD;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-08-24T12:34:39Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBDUAEAD;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-09-25T09:48:13Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBETETAA;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-04-05T11:12:44Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBETETAA;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-04-03T10:17:40Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBGURUMM;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-08-22T14:08:51Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBGURUMM;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-08-18T12:38:09Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBININBB;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2010-06-23T14:38:48Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBININBB;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-11-01T10:58:00Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBLUCH22;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;;Enabled;;@Support
P01HBS;ABSGCHGG;CBLUCH22;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;;Enabled;;@Support
P01HBS;ABSGCHGG;CBTLKYKY;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-09-10T11:02:23Z;Enabled;;@Support
P01HBS;ABSGCHGG;CBTLKYKY;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-09-13T15:14:05Z;Enabled;;@Support
P01HBS;ABSGCHGG;CCEYBDDH;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-10-09T12:18:36Z;Enabled;;@Support
P01HBS;ABSGCHGG;CCEYBDDH;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-10-12T04:52:01Z;Enabled;;@Support
P01HBS;ABSGCHGG;CCEYLKLX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-08-24T12:08:34Z;Enabled;;@Support
P01HBS;ABSGCHGG;CCEYLKLX;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-08-26T06:16:35Z;Enabled;;@Support
P01HBS;ABSGCHGG;CDMAMAMC;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-04-19T12:11:53Z;Enabled;;@Support
P01HBS;ABSGCHGG;CDMAMAMC;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-07T14:12:51Z;Enabled;;@Support
P01HBS;ABSGCHGG;CEDELULL;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2008-10-09T05:58:09Z;Enabled;;@Support
P01HBS;ABSGCHGG;CEDELULL;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2008-10-09T08:45:56Z;Enabled;;@Support
P01HBS;ABSGCHGG;CHASLULA;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2009-12-03T14:15:52Z;Enabled;;@Support
P01HBS;ABSGCHGG;CHASLULA;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2010-01-05T14:07:48Z;Enabled;;@Support
P01HBS;ABSGCHGG;CIBEEGCX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2014-10-27T12:42:46Z;Enabled;;@Support
P01HBS;ABSGCHGG;CIBEEGCX;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2014-07-08T09:21:51Z;Enabled;;@Support
P01HBS;ABSGCHGG;CIBGRUMM;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-02-07T13:11:08Z;Enabled;;@Support
P01HBS;ABSGCHGG;CIBGRUMM;2015-12-29T15:06:58+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-02-07T13:15:10Z;Enabled;;@Support
P01HBS;ABSGCHGG;CITIJOAX;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2013-03-13T15:38:04Z;Enabled;;@Support
P01HBS;ABSGCHGG;CITIJOAX;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2013-03-14T21:23:09Z;Enabled;;@Support
P01HBS;ABSGCHGG;CKLBCNBJ;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-06-23T14:12:24Z;Enabled;;@Support
P01HBS;ABSGCHGG;CKLBCNBJ;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-06-24T07:45:41Z;Enabled;;@Support
P01HBS;ABSGCHGG;CMSYSYDA;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-08-02T14:10:22Z;Enabled;;@Support
P01HBS;ABSGCHGG;CMSYSYDA;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-12-20T13:09:12Z;Enabled;;@Support
P01HBS;ABSGCHGG;CNCAMAMR;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2011-04-19T12:13:00Z;Enabled;;@Support
P01HBS;ABSGCHGG;CNCAMAMR;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2011-07-22T11:47:11Z;Enabled;;@Support
P01HBS;ABSGCHGG;COBACNBJ;2015-12-29T15:06:56+01:00;swift.fin;;;;1;CUR;Imported;To Receive;;2012-05-15T12:40:12Z;Enabled;+{8xx}+{7xx}+{6xx}+{5xx}+{4xx}+{3xx}+{2xx}+{1xx};@Support
P01HBS;ABSGCHGG;COBACNBJ;2015-12-29T15:06:54+01:00;swift.fin;;;;1;CUR;Imported;To Send;;2012-05-14T11:51:18Z;Enabled;+{8xx}+{7xx}+{6xx}+{5xx}+{4xx}+{3xx}+{2xx}+{1xx};@Support
