ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume
2 ZKB 11-21;CH0122456756;ZKB117;12245675;105.1;105.1;105.1;20190111;105.1;105.1;10000;10000;CHF;20180223;107.1;20190111;105.1;20110119;20210118;XSWX;BO;CH;0
2.125  SIEGFRIED 16-99;CH0340677837;SFZ16;34067783;100;100;100;20190111;100;100;120000;120000;CHF;20180212;102.95;20181023;98.3;20161024;;XSWX;BO;CH;0
2.125 ALPIQ 15-23;CH0285509334;ATH15;28550933;104.15;104.15;103.55;20190111;103.45;103.55;95000;95000;CHF;20180914;104.95;20180223;99.05;20150626;20230628;XSWX;BO;CH;0
2.125 BERN 13-38;CH0223643260;BER131;22364326;125.4;;;20180529;125.4;;0;0;CHF;20180124;126.15;20180529;125.4;20131009;20381006;XSWX;BO;CH;0
2.125 BOBST 14-19;CH0232973955;BOB14;23297395;100.2;;;20190110;100.2;;0;0;CHF;20180221;102.18;20190110;100.2;20140220;20190215;XSWX;BO;CH;0
2.125 CLA 14-24;CH0253592759;CLN14;25359275;105.1;105.2;105.1;20190111;105.1;105.15;240000;240000;CHF;20180206;106.35;20181211;104;20141016;20241015;XSWX;BO;CH;0
2.125 GIV 11-21;CH0142981940;GIV112;14298194;106.55;;;20181211;106.55;;0;0;CHF;20180126;108.25;20181211;106.45;20111205;20211202;XSWX;BO;CH;0
2.125 HERO 16-99;CH0341725874;HER16;34172587;100.3;100.3;99.5;20190111;100;100;230000;230000;CHF;20180529;102;20190104;98.65;20161026;;XSWX;BO;CH;0
2.125 KT GE 10-20;CH0113480161;GE102;11348016;103.82;;;20181220;103.82;;0;0;CHF;20180117;106.25;20181220;103.95;20100611;20200610;XSWX;BO;CH;0
2.125 KT GE 10-28;CH0114695429;GE103;11469542;118.05;;;20181116;118.05;;0;0;CHF;20180529;118.6;20181005;115.9;20101025;20281024;XSWX;BO;CH;0
2.125 KT TI 10-34;CH0119468368;TI10;11946836;122.6;;;20181219;122.6;;0;0;CHF;20181219;122.2;20181116;119.55;20101122;20341121;XSWX;BO;CH;0
2.125 LU KB 11-41;CH0138276859;LUK111;13827685;127.35;;;20180427;127.45;;0;0;CHF;20180319;125.4;20180427;124.85;20110930;20411001;XSWX;BO;CH;0
2.125 PB S514 10-23;CH0114260257;PB514;11426025;110.68;;;20181220;110.68;;0;0;CHF;20180529;111.96;20181123;110.24;20160301;20230623;XSWX;PB;CH;0
2.125 PB S533 10-28;CH0120168486;PB533;12016848;117.85;;;20181114;117.85;;0;0;CHF;20180119;118.55;20181015;115.68;20160301;20281128;XSWX;PB;CH;0
2.125 PB S539 11-20;CH0122787564;PB539;12278756;104.97;;;20181025;104.97;;0;0;CHF;20180405;106.89;20181025;105.48;20160301;20201120;XSWX;PB;CH;0
2.125 PB S587 13-33;CH0228622392;PB587;22862239;121.77;;;20181218;121.77;;0;0;CHF;20181218;121.23;20180713;120.44;20160301;20331123;XSWX;PB;CH;0
2.125 PB S589 14-44;CH0237649964;PB589;23764996;130.13;;;20181227;130.25;;0;0;CHF;20180117;132.05;20181108;124.78;20160301;20440229;XSWX;PB;CH;0
2.125 PZ S408 11-20;CH0124656247;PZ408;12465624;103.11;;;20190110;103.11;;0;0;CHF;20180222;105.28;20190110;103.11;20160301;20200218;XSWX;PB;CH;0
2.125 PZ S409 11-20;CH0127350368;PZ409;12735036;103.36;;;20181220;103.36;;0;0;CHF;20180118;105.8;20181220;103.43;20160301;20200401;XSWX;PB;CH;0
2.125 RAI 11-19;CH0122512145;RAI11;12251214;100.16;;;20190107;100.16;;0;0;CHF;20180119;102.77;20190107;100.18;20110202;20190130;XSWX;BO;CH;0
2.125 SG KB 10-40;CH0120847899;SGK101;12084789;127.1;;;20171121;127.1;;0;0;CHF;;;;;20101215;20401224;XSWX;BO;CH;0
2.125 SR S 97-04/SDL;CH0007268961;SR97E;726896;13.5;;;20180829;13.5;;0;0;CHF;20180829;13.5;20180829;13.5;19971023;;XSWX;BE;CH;0
2.125 SYN 14-29;CH0240672235;SYN142;24067223;99.8;;;20190110;99.8;;0;0;CHF;20190103;100.55;20180115;93.55;20140403;20291030;XSWX;BO;CH;0
2.125 ZH 10-20;CH0109152741;ZUR10;10915274;103.7;;;20190109;103.7;;0;0;CHF;20180118;106.25;20190109;103.7;20100608;20200605;XSWX;BO;CH;0
2.125 ZH 13-33;CH0222000413;ZUR13;22200041;121.25;;;20181221;121.25;;0;0;CHF;20181221;121.05;20181011;117.5;20130924;20330921;XSWX;BO;CH;0
2.125 ZKB 10-20;CH0112272783;ZKB111;11227278;103.05;;;20181114;103.05;;0;0;CHF;20180206;105.65;20181114;103.41;20100510;20200309;XSWX;BO;CH;0
2.125 ZKB 10-22;CH0113982562;ZKB113;11398256;108.7;;;20181212;108.7;;0;0;CHF;20180228;110.25;20181212;108.4;20100625;20220624;XSWX;BO;CH;0
2.125 ZKB 11-19;CH0128114441;ZKB121;12811444;100.73;;;20190103;100.74;;0;0;CHF;20180208;103.3;20190103;100.77;20110413;20190410;XSWX;BO;CH;0
2.125 ZKB 17-99;CH0361532945;ZKB171;36153294;101.7;102;101.7;20190111;101.95;101.8;195000;195000;CHF;20180227;102.85;20180803;100.45;20170629;;XSWX;BO;CH;0
2.20 BALIFE 17-48;CH0379611004;BAL171;37961100;99.7;99.7;99.55;20190111;98.95;99.6;165000;165000;CHF;20180116;100.95;20181214;98.75;20170915;20480617;XSWX;BO;CH;0
2.25 ABBLTD 11-21;CH0139265000;ABB111;13926500;106.8;106.85;106.8;20190111;107.35;106.85;150000;150000;CHF;20180125;108.75;20181214;106.55;20111007;20211006;XSWX;BO;CH;1900000
2.25 AEVISVICT 18-20;CH0420465954;AEV18;42046595;101.19;;;20190109;101.19;;0;0;CHF;20180925;102;20190103;98.55;20180627;20200625;XSWX;BO;CH;0
2.25 ALPIQ 11-21;CH0136940282;ATH111;13694028;103.45;;;20190109;103.45;;0;0;CHF;20180903;105.5;20180208;101.75;20110916;20210915;XSWX;BO;CH;0
2.25 BAL 12-19;CH0148295014;BAL12;14829501;100.36;100.36;100.36;20190111;100.4;100.36;500000;500000;CHF;20180115;102.9;20190111;100.36;20120228;20190226;XSWX;BO;CH;0
2.25 EIDG 05-20;CH0021908907;E056;2190890;104.6;104.6;104.6;20190111;104.55;104.6;2000;2000;CHF;20180118;107.8;20190104;104.54;20050623;20200701;XSWX;BO;CH;2000000
2.25 EIDG 11-31;CH0127181029;E111;12718102;128.05;;;20190110;128.05;;0;250000;CHF;20190103;128.9;20181010;124.1;20110609;20310617;XSWX;BO;CH;0
2.25 FR KB 11-21;CH0130104125;FRK111;13010412;106.65;;;20181009;106.65;;0;0;CHF;20181009;107.15;20181009;107.15;20110609;20210609;XSWX;BO;CH;0
2.25 KT BE 10-23;CH0112933483;BE101;11293348;111.5;;;20181220;111.5;;0;0;CHF;20180117;113.05;20181116;111.05;20100525;20230525;XSWX;BO;CH;0
2.25 KT BE 11-26;CH0126977641;BE11;12697764;117.15;;;20180911;117.15;;0;0;CHF;20180122;117.4;20180808;116.55;20110418;20260415;XSWX;BO;CH;0
2.25 KT GE 11-21;CH0123590991;GE11;12359099;106;;;20181211;106;;0;0;CHF;20180222;107.95;20181211;106.05;20110218;20210217;XSWX;BO;CH;10000000
2.25 KT GE 13-29;CH0222050939;GE135;22205093;120.45;;;20181106;120.45;;0;0;CHF;20180118;121.25;20181106;118.2;20130918;20290917;XSWX;BO;CH;0
2.25 KT GE 13-38;CH0228674930;GE138;22867493;128.95;;;20170614;128.95;;0;0;CHF;;;;;20131204;20381201;XSWX;BO;CH;0
2.25 LU KB 15-99;CH0269697659;LUK151;26969765;101;;;20190110;101;;0;0;CHF;20180123;102.4;20181228;100.45;20150305;;XSWX;BO;CH;700000
2.25 LU KB 16-99;CH0313916329;LUK16;31391632;101.25;101.25;101.2;20190111;101.6;101.2;325000;325000;CHF;20180115;102.95;20181212;100.65;20160307;;XSWX;BO;CH;0
2.25 PB S511 10-20;CH0111007206;PB511;11100720;103.26;;;20181227;103.27;;0;0;CHF;20180119;105.85;20181227;103.39;20160301;20200220;XSWX;PB;CH;600000
2.25 PB S519 10-32;CH0115967397;PB519;11596739;122.24;;;20181128;122.24;;0;0;CHF;20180530;122.58;20181102;119.75;20160301;20320810;XSWX;PB;CH;0
2.25 PZ S411 11-23;CH0131610740;PZ411;13161074;111.15;;;20190103;111.15;;0;0;CHF;20180116;112.66;20181113;110.59;20160301;20230613;XSWX;PB;CH;0
2.25 SG KB 10-20;CH0112403875;SGK10;11240387;103.64;;;20181213;103.64;;0;0;CHF;20180129;106.15;20181213;103.87;20100429;20200506;XSWX;BO;CH;0
2.25 TG KB 11-21;CH0124131001;TGK11;12413100;105.85;;;20181130;105.85;;0;0;CHF;20180219;107.8;20181130;105.95;20110223;20210222;XSWX;BO;CH;0
2.25 WTHUR 14-39;CH0229881153;WIN14;22988115;126.1;;;20180905;126.15;;0;0;CHF;20180413;126;20180905;123.75;20140206;20390207;XSWX;BO;CH;0
2.375  Crealogix CV 15-19;CH0298715845;CLX15;29871584;106.4;;;20190108;106.4;;0;0;CHF;20180115;168.5;20190108;106.4;20151106;20191104;XSWX;CB;CH;0
2.375 EUF 05-20;CH0022061508;EUF053;2206150;104.6;;;20190107;104.6;;0;0;CHF;20180119;107.35;20190107;104.55;20050727;20200729;XSWX;BO;CH;0
2.375 GR DI 11-21;CH0122488411;DIX11;12248841;104;;;20181204;104;;0;0;CHF;20180611;105.45;20181204;103.9;20110608;20210607;XSWX;BO;CH;0
2.375 KT BE 10-22;CH0110493225;BE10;11049322;109.25;;;20181227;109.25;;0;0;CHF;20180122;111.05;20181227;109.25;20100323;20220322;XSWX;BO;CH;0
2.375 KT LU 11-27;CH0130614883;LU11;13061488;120.2;;;20180528;120.2;;0;0;CHF;20180117;120.95;20180528;120.1;20110609;20270610;XSWX;BO;CH;0
2.375 KW LINTH 13-26;CH0228531437;KLL131;22853143;105.85;;;20190110;105.85;;0;0;CHF;20190107;106;20180423;102.35;20131206;20261207;XSWX;BO;CH;0
2.375 KWHIR 10-22;CH0114839266;KHR10;11483926;107.85;;;20181122;107.85;;0;0;CHF;20180118;109;20181122;107.65;20100726;20220725;XSWX;BO;CH;0
2.375 NANTDRA 13-28;CH0200044789;NDD131;20004478;104.45;;;20190110;104.45;;0;0;CHF;20180601;105.4;20180129;103.25;20130213;20280210;XSWX;BO;CH;0
2.375 PB S399 06-21;CH0023991182;PB399;2399118;105.94;;;20190104;105.96;;0;3500000;CHF;20180117;108.34;20190104;105.96;20160301;20210122;XSWX;PB;CH;0
2.375 PB S508 10-19;CH0108785608;PB508;10878560;102.49;;;20181210;102.49;;0;0;CHF;20180119;105.24;20181210;102.72;20160301;20191025;XSWX;PB;CH;40660000
2.375 PB S540 11-24;CH0122787606;PB540;12278760;113.02;;;20190108;113.02;;0;0;CHF;20180307;114.13;20181031;112.44;20160301;20240122;XSWX;PB;CH;0
2.375 PB S554 11-25;CH0132176055;PB554;13217605;115.71;;;20181126;115.71;;0;0;CHF;20180529;116.73;20181126;115.04;20160301;20250624;XSWX;PB;CH;0
2.375 PZ S398 09-19;CH0106602714;PZ398;10660271;102.47;;;20181205;102.47;;0;0;CHF;20180207;105.16;20181129;102.77;20160301;20191029;XSWX;PB;CH;0
2.375 PZ S410 11-26;CH0127350376;PZ410;12735037;117.04;;;20181001;117.04;;0;0;CHF;20180618;117.39;20181001;115.81;20160301;20260401;XSWX;PB;CH;280000
2.375 REPOWER 10-22;CH0109152725;RE10;10915272;104.25;104.25;104.25;20190111;105.05;104.25;5000;5000;CHF;20180806;106.7;20181221;104.2;20100715;20220715;XSWX;BO;CH;0
2.375 SCCIA2 15-20;CH0282857942;SCC155;28285794;101.3;;;20170622;101.3;;0;0;CHF;;;;;20150611;20200611;XSWX;AS;CH;0
2.375 WKB 11-21;CH0129057367;WKB11;12905736;106.7;;;20181205;106.7;;0;0;CHF;20180125;108.7;20181205;106.8;20110512;20210512;XSWX;BO;CH;0
2.375 ZG KB 11-21;CH0129410988;ZG11;12941098;106.8;;;20181219;106.8;;0;0;CHF;20180312;108.8;20181211;106.85;20110516;20210519;XSWX;BO;CH;0
2.375 ZH 11-24;CH0123423276;ZUR11;12342327;113.15;;;20181221;113.15;;0;0;CHF;20180117;114.5;20181101;112.55;20110217;20240216;XSWX;BO;CH;0
2.375 ZKB 11-23;CH0126183075;ZKB119;12618307;111.3;;;20181228;111.3;;0;0;CHF;20180216;112;20181221;111.45;20110325;20230324;XSWX;BO;CH;0
2.50 AEVISVICT 16-21;CH0325429162;AEV16;32542916;100;100.95;100;20190111;100.35;100.35;370000;370000;CHF;20180212;104.3;20190107;99.2;20160603;20210603;XSWX;BO;CH;0
2.50 BCV 10-20;CH0110814065;BCV10;11081406;103.6;;;20181205;103.61;;0;0;CHF;20180116;106.4;20181205;103.92;20100323;20200320;XSWX;BO;CH;0
2.50 BERN 05-25;CH0022566175;BER05;2256617;117.05;;;20181221;117.05;;0;0;CHF;20180705;117.15;20181221;116.6;20050907;20250923;XSWX;BO;CH;0
2.50 BERN 10-25;CH0109152758;BER10;10915275;116.15;;;20181030;116.15;;0;0;CHF;20180706;117.55;20181030;115.8;20100330;20250326;XSWX;BO;CH;0
2.50 BERN 11-41;CH0126875803;BER11;12687580;133.75;;;20190103;133.8;;0;0;CHF;20190103;134.95;20181009;129.25;20110330;20410327;XSWX;BO;CH;0
2.50 BKW 10-30;CH0117843745;BKW10;11784374;114.45;;;20181227;114.45;;0;0;CHF;20181227;115;20181010;111.2;20101013;20301010;XSWX;BO;CH;0
2.50 BL KB 09-19;CH0107685445;BLK09;10768544;102.94;;;20181218;102.94;;0;0;CHF;20180125;105.85;20181218;102.96;20091211;20191211;XSWX;BO;CH;3000000
2.50 BS KB 06-21;CH0024674944;BSK06;2467494;106.7;;;20181130;106.7;;0;0;CHF;20180115;109;20181130;106.8;20060320;20210319;XSWX;BO;CH;0
2.50 EGW 09-19;CH0106962753;EGW36;10696275;102.8;;;20190109;102.8;;0;0;CHF;20180215;105.7;20190109;102.8;20091119;20191122;XSWX;BO;CH;0
2.50 EIDG 06-36;CH0024524966;E06;2452496;138.35;138.35;137.95;20190111;138.51;137.95;150000;150000;CHF;20181221;139.47;20180220;133.11;20060223;20360305;XSWX;BO;CH;0
2.50 FISCHER 13-22;CH0221386144;FIF131;22138614;107.65;;;20190109;107.65;;0;0;CHF;20180119;110.25;20181213;107.45;20130910;20220907;XSWX;BO;CH;0
2.50 HBMHE 15-23;CH0283726815;HBM152;28372681;100;;;20190110;100;;0;0;CHF;20180911;105.35;20181001;99.7;20150710;20230706;XSWX;BO;CH;0
2.50 HOC171 17-99;CH0391647986;HOC171;39164798;91.85;91.85;91.85;20190111;91.95;91.85;30000;30000;CHF;20180403;100;20180907;84.05;20171219;;XSWX;BO;CH;0
2.50 KT BE 09-21;CH0107012129;BE091;10701212;108.85;;;20190107;108.85;;0;0;CHF;20180117;110.95;20181122;108.8;20091119;20211123;XSWX;BO;CH;0
2.50 KT GE 09-19;CH0106848440;GE09;10684844;102.76;;;20181228;102.76;;0;0;CHF;20180315;105.25;20181228;102.76;20091123;20191122;XSWX;BO;CH;0
2.50 KT GE 10-22;CH0111191133;GE10;11119113;109.6;;;20180928;109.6;;0;0;CHF;20180118;111.6;20180925;109.9;20100331;20220401;XSWX;BO;CH;0
2.50 KT TI 09-21;CH0103165012;TI09;10316501;108.45;;;20181211;108.45;;0;0;CHF;20180219;110.3;20181114;108.5;20091029;20211101;XSWX;BO;CH;0
2.50 KW LEI 10-19;CH0110680714;LEI101;11068071;100.55;;;20190109;100.55;;0;0;CHF;20180125;102.53;20190109;100.55;20100325;20190326;XSWX;BO;CH;0
2.50 LATOUR 15-22;CH0299477387;HDL15;29947738;100.8;100.8;100.8;20190111;100.8;100.8;50000;50000;CHF;20180509;103.45;20181129;100.55;20151127;20220628;XSWX;BO;CH;0
2.50 LU KB 10-22;CH0107991892;LUK091;10799189;108.65;;;20181108;108.65;;0;0;CHF;20180126;110.55;20181108;108.6;20091221;20220104;XSWX;BO;CH;0
2.50 LU KB 11-43;CH0125486586;LUK11;12548658;143;;;20170803;143;;0;0;CHF;;;;;20110307;20430306;XSWX;BO;CH;0
2.50 PB S397 05-19;CH0023438010;PB397;2343801;102.93;;;20190110;102.93;;0;0;CHF;20180117;105.83;20190110;102.93;20160301;20191210;XSWX;PB;CH;16000000
2.50 PB S544 11-27;CH0124138840;PB544;12413884;119.12;;;20181203;119.12;;0;0;CHF;20180117;120.28;20181015;117.4;20160301;20270211;XSWX;PB;CH;0
2.50 PB S552 11-26;CH0126519047;PB552;12651904;117.74;;;20190109;117.74;;0;0;CHF;20180122;118.68;20181031;116.4;20160301;20260325;XSWX;PB;CH;0
2.50 PZ S400 10-22;CH0109559598;PZ400;10955959;109.01;;;20181227;109.01;;0;0;CHF;20180205;110.82;20181227;108.99;20160301;20220208;XSWX;PB;CH;500000
2.50 ROSE 18-23;CH0421460442;ZRO18;42146044;102.95;102.95;102.95;20190111;103.3;102.95;45000;45000;CHF;20181009;104.4;20180717;100.5;20180717;20230717;XSWX;BO;CH;0
2.50 SWISSCCI 16-19;CH0326371405;SCC162;32637140;100.5;;;;100.5;;0;0;CHF;;;;;20160613;20190613;XSWX;AS;CH;0
2.50 WTHUR 11-38;CH0126645396;WIN11;12664539;130.7;;;20180806;130.7;;0;0;CHF;20180806;128.3;20180806;128.3;20110323;20380322;XSWX;BO;CH;0
2.50 ZKB 11-31;CH0130158642;ZKB122;13015864;124.55;;;20181113;124.55;;0;0;CHF;20180717;123.95;20180927;121.6;20110608;20310605;XSWX;BO;CH;0
2.50 ZKB 11-44;CH0126662904;ZKB120;12666290;138.6;;;20170105;138.6;;0;0;CHF;;;;;20110325;20440324;XSWX;BO;CH;0
2.55 ZURICH 06-36;CH0024484187;ZUR06;2448418;130;;;20181212;130;;0;0;CHF;20180322;130;20181107;126.45;20060302;20360305;XSWX;BO;CH;0
2.625 ADECCO 12-20;CH0189276055;ADE122;18927605;105.6;;;20181213;105.6;;0;0;CHF;20180208;107.8;20181213;105.4;20120716;20201215;XSWX;BO;CH;0
2.625 ALPIQ 14-24;CH0248890490;ATH14;24889049;105;105.05;105;20190111;105.5;105.05;280000;280000;CHF;20190104;106.05;20180116;97.8;20140725;20240725;XSWX;BO;CH;0
2.625 AXPO 10-20;CH0109674470;AXP10;10967447;102.54;;;20181219;102.54;;0;0;CHF;20180228;105;20181219;102.74;20100218;20200221;XSWX;BO;CH;0
2.625 BERN 09-19;CH0049668624;BER09;4966862;100.41;;;20181031;100.41;;0;0;CHF;20180131;103.33;20181031;100.83;20090128;20190125;XSWX;BO;CH;0
2.625 BIE 09-19;CH0100484697;BIEL09;10048469;100.82;;;20181001;100.83;;0;0;CHF;20180125;103.75;20181001;101.71;20090408;20190409;XSWX;BO;CH;0
2.625 BIEL 06-26;CH0024522747;BIEL06;2452274;117.85;;;20181116;117.85;;0;0;CHF;20180502;117.35;20181010;116.4;20060228;20260227;XSWX;BO;CH;0
2.625 BKVTH 18-99;CH0419042566;VTH18;41904256;101.8;101.8;101.65;20190111;101.8;101.8;130000;130000;CHF;20180822;102.35;20180627;100.85;20180627;;XSWX;BO;CH;0
2.625 ENAG 11-23;CH0122526608;EEF11;12252660;103.45;103.45;103.45;20190111;103.45;103.45;50000;50000;CHF;20180919;104.15;20180502;102.55;20110121;20230126;XSWX;BO;CH;0
2.625 GL KB 15-99;CH0303452814;GKB151;30345281;102.1;;;20190110;102.1;;0;0;CHF;20180116;103.5;20190103;102;20151126;;XSWX;BO;CH;0
2.625 KT BE 09-20;CH0100524187;BE09;10052418;104.15;;;20181205;104.18;;0;0;CHF;20180118;107.3;20181205;104.39;20090420;20200421;XSWX;BO;CH;0
2.625 KT BL 11-29;CH0128833255;BL11;12883325;124.85;;;20190107;124.85;;0;0;CHF;20180406;125.75;20181112;122.75;20110505;20290507;XSWX;BO;CH;0
2.625 KT BL 11-30;CH0128833289;BL111;12883328;126.75;;;20181016;126.75;;0;0;CHF;20180711;126.65;20181016;123.4;20110505;20300507;XSWX;BO;CH;0
2.625 LU KB 05-20;CH0023266841;LUK051;2326684;106;;;20181127;106;;0;0;CHF;20180226;108.4;20181127;106.2;20051117;20201120;XSWX;BO;CH;0
2.625 OCOER 14-24;CH0244692536;OCO141;24469253;111.35;111.35;111.35;20190111;111.2;111.35;100000;100000;CHF;20180116;113.75;20181010;109.6;20140613;20240613;XSWX;BO;CH;200000
2.625 PB S512 10-30;CH0111008048;PB512;11100804;124.94;;;20181016;124.94;;0;0;CHF;20180412;125.88;20181016;121.54;20160301;20300322;XSWX;PB;CH;0
2.625 PB S548 11-31;CH0124338937;PB548;12433893;125.35;;;20190108;125.35;;0;0;CHF;20190107;125.93;20181031;122.92;20160301;20310211;XSWX;PB;CH;0
2.625 PZ S394 09-19;CH0049874594;PZ394;4987459;100.22;;;20181228;100.23;;0;0;CHF;20180125;103.46;20181228;100.33;20160301;20190205;XSWX;PB;CH;0
2.625 PZ S397 09-21;CH0105134925;PZ397;10513492;108.26;;;20181108;108.26;;0;0;CHF;20180529;110.23;20181108;108.38;20160301;20210913;XSWX;PB;CH;0
2.625 RAI 11-26;CH0122512152;RAI111;12251215;115.8;;;20181214;115.8;;0;0;CHF;20180406;117.05;20181129;114.75;20110202;20260130;XSWX;BO;CH;0
2.625 SCM 10-22;CH0114695379;SCM101;11469537;110.35;;;20181221;110.35;;0;0;CHF;20180122;112.3;20181214;110;20100825;20220826;XSWX;BO;CH;0
2.625 SG KB 11-21;CH0130720516;SGK11;13072051;106.1;;;20190110;106.1;;0;0;CHF;20180517;108.25;20190110;106.1;20110628;20210625;XSWX;BO;CH;0
2.625 SGS 11-19;CH0124853604;SGS11;12485360;100.49;;;20190108;100.49;;0;0;CHF;20180206;103.46;20190108;100.49;20110303;20190305;XSWX;BO;CH;0
2.625 SL 18-48;CH0406990801;SWL181;40699080;100;100;99.9;20190111;100;100;260000;260000;CHF;20180529;101.4;20181211;98.5;20180320;20480923;XSWX;BO;CH;0
2.625 ZH 11-38;CH0129766215;ZUR111;12976621;134.05;;;20181123;134.15;;0;0;CHF;20180126;135;20181001;129.55;20110608;20380607;XSWX;BO;CH;0
2.75 AEVISVICT 14-19;CH0240109592;AEV14;24010959;100.08;100.08;100.08;20190111;100.42;100.08;10000;10000;CHF;20180223;102.05;20181227;100;20140602;20190529;XSWX;BO;CH;0
2.75 Basilea CV 15-22;CH0305398148;BSL15;30539814;95.95;96;95;20190111;95.85;95.85;200000;200000;CHF;20180131;107.7;20181221;87.15;20151215;20221221;XSWX;CB;CH;0
2.75 CPH 14-19;CH0247611228;CPH14;24761122;100.82;;;20190110;100.82;;0;0;CHF;20180116;102.3;20181227;100.61;20140708;20190708;XSWX;BO;CH;0
2.75 EGW 05-20;CH0021247967;EGW24;2124796;104.34;;;20181221;104.35;;0;0;CHF;20180411;106.9;20181221;104.4;20050428;20200427;XSWX;BO;CH;0
2.75 FIRSWSMOB 17-19;CH0357483236;FMS172;35748323;102;;;20180907;102;;0;0;CHF;20180704;102.5;20180907;102;20170411;20191212;XSWX;AS;CH;0
2.75 KW LINTH 10-22;CH0110118574;KLL101;11011857;106.45;;;20190109;106.45;;0;0;CHF;20180528;108.35;20181128;106.1;20100304;20220307;XSWX;BO;CH;0
2.75 KW LINTH 11-23;CH0130501304;KLL11;13050130;107.7;;;20190109;107.7;;0;0;CHF;20180621;108.35;20181204;107.1;20110608;20230606;XSWX;BO;CH;0
2.75 PB S409 06-20;CH0027188611;PB409;2718861;105.79;105.79;105.79;20190111;105.82;105.79;100000;100000;CHF;20180305;108.65;20190111;105.79;20160301;20201012;XSWX;PB;CH;0
2.75 PB S553 11-26;CH0128891105;PB553;12889110;120.56;;;20190110;120.54;;0;0;CHF;20180619;121.31;20181106;119.12;20160301;20261210;XSWX;PB;CH;0
2.75 SR S 96-04/SDL;CH0004931496;SR96E;493149;15;;;20130806;15;;0;0;CHF;;;;;19960816;;XSWX;BE;CH;0
2.75 WTHUR 10-30;CH0109497690;WIN10;10949769;125.25;;;20180724;125.25;;0;0;CHF;20180529;125.85;20180724;124.4;20100127;20300123;XSWX;BO;CH;0
2.75 ZH 05-25;CH0020498645;ZUR05;2049864;117.2;;;20190109;117.15;;0;0;CHF;20180119;118.55;20181101;116.4;20050127;20250211;XSWX;BO;CH;0
2.75 ZH 09-19;CH0049836759;ZUR091;4983675;100.37;;;20190109;100.37;;0;0;CHF;20180124;103.6;20190109;100.39;20090218;20190215;XSWX;BO;CH;2350000
2.75 ZVG 14-99;CH0245863474;ZVG14;24586347;103.8;104.35;103.8;20190111;103.8;104.35;60000;60000;CHF;20180517;105.95;20181219;103.7;20140612;;XSWX;BO;CH;0
2.75 ZVG 16-99;CH0315593852;ZVG16;31559385;103.7;;;20190108;103.7;;0;0;CHF;20180531;106.5;20181126;103.25;20160301;;XSWX;BO;CH;0
2.875 BAL 10-20;CH0117683794;BAL10;11768379;105.45;105.45;105.45;20190111;105.6;105.45;100000;100000;CHF;20180116;108.25;20190111;105.45;20101008;20201009;XSWX;BO;CH;0
2.875 BCG 14-99;CH0245691552;BCG14;24569155;100.65;100.65;100.65;20190111;101.1;100.65;20000;20000;CHF;20181107;103.75;20181220;100.55;20140702;;XSWX;CO;CH;0
2.875 EUF 05-30;CH0020469075;EUF05;2046907;126.9;;;20190109;126.9;;0;0;CHF;20180706;127.65;20181022;125;20050127;20300130;XSWX;BO;CH;0
2.875 KW LINTH 11-31;CH0132163434;KLL111;13216343;108.45;;;20190109;108.45;;0;0;CHF;20190103;108.65;20180215;103.4;20110628;20310625;XSWX;BO;CH;0
2.875 KW LINTH 12-42;CH0180428531;KLL12;18042853;95.5;95.5;95.5;20190111;94.5;95.5;30000;30000;CHF;20190103;97;20181001;90.7;20120323;20420324;XSWX;BO;CH;0
2.875 PB S415 07-22;CH0028968201;PB415;2896820;110.27;;;20181101;110.32;;0;0;CHF;20180122;112.39;20181101;110.46;20160301;20220209;XSWX;PB;CH;0
2.875 PB S416 07-19;CH0029450126;PB416;2945012;100.61;;;20190110;100.61;;0;0;CHF;20180124;104.04;20190110;100.61;20160301;20190312;XSWX;PB;CH;0
2.875 ZUR092 09-21;CH0039139404;ZUR092;3913940;107.65;107.65;107.65;20190111;107.7;107.65;250000;250000;CHF;20180226;110.45;20190111;107.65;20090415;20210416;XSWX;BO;CH;0
2.875 ZVG 11-21;CH0133090636;ZVG112;13309063;107.85;;;20181221;107.85;;0;0;CHF;20180116;110.65;20181116;107.8;20110726;20210722;XSWX;BO;CH;0
3 ALPIQ 09-19;CH0103165020;ATH093;10316502;102.33;102.33;102.33;20190111;102.35;102.33;10000;620000;CHF;20180326;104.5;20190111;102.33;20091119;20191120;XSWX;BO;CH;0
3 ALPIQ 12-22;CH0184183322;ATH122;18418332;106.45;;;20190108;106.45;;0;0;CHF;20180903;107.95;20180130;102.75;20120510;20220511;XSWX;BO;CH;0
3 BAL 11-21;CH0131804616;BAL11;13180461;107.6;;;20190110;107.6;;0;0;CHF;20180115;110.4;20190110;107.6;20110705;20210702;XSWX;BO;CH;0
3 BKB 15-99;CH0275764600;BSK15;27576460;101.4;;;20190109;101.4;;0;0;CHF;20180405;103.4;20190109;101.4;20150330;;XSWX;BO;CH;200000
