ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume
3 BKW 07-22;CH0030356718;BKW07;3035671;109.6;;;20181204;109.6;;0;0;CHF;20180125;112.1;20181204;109.6;20070423;20220422;XSWX;BO;CH;0
3 EIDG 04-19;CH0018454253;E04;1845425;101.27;;;20190110;101.27;;0;0;CHF;20180117;105.46;20190110;101.27;20040430;20190508;XSWX;BO;CH;47000000
3 EUF 06-26;CH0025185676;EUF06;2518567;121.55;;;20190110;121.55;;0;0;CHF;20180118;123.5;20181023;120.45;20060509;20260511;XSWX;BO;CH;0
3 EUF 07-24;CH0030653916;EUF07;3065391;117.2;;;20190108;117.2;;0;0;CHF;20180123;118.9;20181004;116.35;20070516;20240516;XSWX;BO;CH;0
3 HELVSI 15-99;CH0292984439;HVG15;29298443;106.45;106.45;105.9;20190111;105.85;105.9;90000;90000;CHF;20181109;106.85;20180518;105;20150921;;XSWX;BO;CH;1000000
3 KW LINTH 12-52;CH0194958960;KLL121;19495896;94.2;;;20190108;94.2;;0;0;CHF;20180529;95.95;20181009;88.5;20120925;20520924;XSWX;BO;CH;0
3 KW LINTH 13-48;CH0208271541;KLL13;20827154;95;;;20190108;95;;0;0;CHF;20190103;98;20181121;90.5;20130327;20480330;XSWX;BO;CH;0
3 LAFAHOLC 12-22;CH0187218901;HOL12;18721890;109;109;109;20190111;109;109;10000;10000;CHF;20180118;112.95;20181212;108.85;20120620;20221117;XSWX;BO;CH;0
3 LONZA 12-22;CH0195062036;LOF121;19506203;109.15;;;20190110;109.1;;0;0;CHF;20180118;112.6;20181217;109.05;20121009;20221006;XSWX;BO;CH;0
3 LU KB 05-25;CH0020810468;LUK05;2081046;118.65;;;20190108;118.6;;0;0;CHF;20180117;120.85;20181113;117.6;20050307;20250306;XSWX;BO;CH;0
3 LU KB 11-21;CH0144873277;LUK113;14487327;108.6;;;20190110;108.6;;0;0;CHF;20180809;111.65;20190109;108.55;20111222;20211221;XSWX;BO;CH;0
3 MSCCRUS 16-21;CH0341725890;MSC16;34172589;101.1;101.15;101.1;20190111;100.7;101.15;50000;50000;CHF;20180614;104;20181205;98;20161128;20211126;XSWX;BO;CH;150000
3 MSCCRUS 17-23;CH0370943562;MSC17;37094356;99.2;99.35;98.05;20190111;98.9;98.85;570000;570000;CHF;20180723;102.95;20181204;92.25;20170712;20230712;XSWX;BO;CH;0
3 PEACHP 17-99;CH0381952255;PEA22;38195225;100;100;100;20190111;99.55;100;1000;1000;CHF;20180116;112.5;20190110;99.55;20171004;;XSWX;CB;CH;0
3 RAI 15-99;CH0272748754;RAI15;27274875;102.4;102.4;102.4;20190111;102.3;102.4;30000;30000;CHF;20180123;103.9;20190109;102.25;20150331;;XSWX;BO;CH;0
3 SGS 11-21;CH0130036566;SGS111;13003656;107.6;;;20181219;107.6;;0;0;CHF;20180205;109.9;20181219;107.65;20110525;20210521;XSWX;BO;CH;0
3 ZURICH 07-22;CH0031084087;ZUR07;3108408;111.65;;;20181022;111.65;;0;0;CHF;20180116;113.95;20181022;111.8;20070531;20220603;XSWX;BO;CH;0
3.125 AXPO 10-25;CH0109674488;AXP101;10967448;110.8;;;20190109;110.8;;0;0;CHF;20180302;112;20181210;109.6;20100218;20250221;XSWX;BO;CH;1000000
3.125 KT BE 07-19;CH0031823823;BE07;3182382;101.75;;;20181218;101.76;;0;0;CHF;20180124;105.46;20181218;101.98;20070622;20190624;XSWX;BO;CH;0
3.125 KT SG 04-20;CH0017640209;SG04;1764020;103.96;;;20181211;103.96;;0;0;CHF;20180226;107.35;20181211;104.18;20040130;20200129;XSWX;BO;CH;0
3.25 ARTUM 18-22;CH0419684144;ART18;41968414;101.5;;;20190110;101.5;;0;0;CHF;20180625;104.5;20181213;101;20180622;20220620;XSWX;BO;CH;0
3.25 BS KB 07-22;CH0031442731;BSK07;3144273;112.7;;;20181210;112.7;;0;0;CHF;20180528;114.65;20181210;112.75;20070626;20220624;XSWX;BO;CH;0
3.25 CLA 12-19;CH0181721629;CLN12;18172162;100.9;100.9;100.9;20190111;100.92;100.9;15000;15000;CHF;20180201;103.89;20190111;100.9;20120420;20190417;XSWX;BO;CH;0
3.25 EIDG 07-27;CH0031835561;E07;3183556;131.03;131.03;131.03;20190111;130.94;131.03;1200000;1200000;CHF;20180529;132.35;20181010;128.2;20070614;20270623;XSWX;BO;CH;0
3.25 KT BS 08-20;CH0036702964;BS08;3670296;104.1;;;20181203;104.1;;0;0;CHF;20180323;107.5;20181203;104.49;20080125;20200128;XSWX;BO;CH;0
3.25 PB S424 07-27;CH0031226134;PB424;3122613;125.95;;;20181024;125.95;;0;0;CHF;20180530;127.37;20181024;124.64;20160301;20270610;XSWX;PB;CH;0
3.25 PZ S382 07-19;CH0033470748;PZ382;3347074;102.62;;;20181227;102.63;;0;0;CHF;20180115;106.34;20181227;102.79;20160301;20190905;XSWX;PB;CH;27030000
3.375 BKW 09-19;CH0103164577;BKW09;10316457;102.02;102.02;102.02;20190111;102.05;102.02;300000;300000;CHF;20180129;105.45;20190111;102.02;20090715;20190724;XSWX;BO;CH;1500000
3.375 CS 10-20;CH0110442859;CRS10;11044285;103.8;;;20190109;103.8;;0;0;CHF;20180118;106.95;20190109;103.79;20100311;20200311;XSWX;BO;CH;0
3.375 EUF 04-20;CH0018712346;EUF04;1871234;107.7;;;20190108;107.75;;0;0;CHF;20180117;111.25;20190108;107.75;20040617;20201223;XSWX;BO;CH;0
3.375 LU KB 07-19;CH0031847566;LUK07;3184756;101.95;;;20190103;101.96;;0;0;CHF;20180425;104.61;20190103;102.03;20070629;20190703;XSWX;BO;CH;0
3.375 PB S427 07-22;CH0033961746;PB427;3396174;114;;;20190109;114;;0;0;CHF;20180116;116.52;20190109;113.87;20160301;20221005;XSWX;PB;CH;0
3.5 LAFAHO 18-99 /Z;CH0398633724;LAH181;39863372;101.15;101.15;100.9;20190111;100.9;100.9;1850000;1850000;CHF;20190111;101.15;20181218;100.15;20181206;;XSWX;BO;CH;0
3.50 ARYZTA 14-99;CH0253592783;ARY14;25359278;84;84;83.7;20190111;83.75;83.7;220000;220000;CHF;20181101;91;20180604;52;20141024;;XSWX;BO;CH;0
3.50 CLA 12-22;CH0188295312;CLN122;18829531;111.75;111.85;111.75;20190111;111.7;111.85;130000;130000;CHF;20180226;114.6;20181228;111.2;20120924;20220921;XSWX;BO;CH;0
3.50 CSG 18-99;CH0428194226;CSZ18;42819422;100.05;100.1;100.05;20190111;100.1;100.1;445000;945000;CHF;20181113;101;20181128;99.85;20180903;;XSWX;BO;CH;2500000
3.50 EIDG 03-33;CH0015803239;E033;1580323;148.22;;;20181219;148.22;;0;0;CHF;20180528;148.4;20181008;143.09;20030328;20330404;XSWX;BO;CH;0
3.50 HELVSI 14-99;CH0255893080;HVG14;25589308;102.5;102.5;102.5;20190111;102.5;102.5;165000;165000;CHF;20180301;105.1;20190104;102.4;20141015;;XSWX;BO;CH;0
3.50 HOCHDORF CV 17-20;CH0352756412;HOC17;35275641;58;58;57.95;20190111;52.5;57.95;40000;40000;CHF;20180115;109;20181211;37;20170330;20200313;XSWX;CB;CH;0
3.50 PROMAN 17-22;CH0362748367;PRO17;36274836;98;98;97.85;20190111;97.7;97.85;50000;50000;CHF;20180808;100.7;20181206;90.55;20170529;20220527;XSWX;BO;CH;0
3.50 SIEGFRIED 15-99;CH0297343573;SFZ15;29734357;103;;;20190109;103;;0;0;CHF;20180228;105.45;20181108;102.45;20151022;;XSWX;BO;CH;0
3.50 ZUR 08-20;CH0043918413;ZUR082;4391841;106.45;;;20190108;106.45;;0;0;CHF;20180208;109.85;20190108;106.45;20080721;20200811;XSWX;BO;CH;0
3.625 CITYCHAMP 14-19;CH0247611236;CWJ14;24761123;98.02;;;20190110;98.02;;0;0;CHF;20180313;102.29;20180912;85;20140722;20190722;XSWX;BO;CH;0
3.625 HELENV 17-22;CH0370943570;HEG17;37094357;103.6;103.6;103.55;20190111;103.5;103.55;30000;30000;CHF;20180816;106.5;20181101;102.05;20170724;20220722;XSWX;BO;CH;0
3.75 GRPACRO 17-23;CH0367206726;ACR17;36720672;101.25;101.25;101.25;20190111;102.45;101.25;30000;30000;CHF;20180828;104.95;20180709;100.45;20170612;20230612;XSWX;BO;CH;0
3.75 SL 16-99;CH0316994646;SLH16;31699464;105.15;;;20190110;105.15;;0;0;CHF;20180227;108.2;20181228;104.5;20160322;;XSWX;BO;CH;0
3.75 TI KB 11-21;CH0144075386;TIK071;14407538;110.05;;;20181221;110.1;;0;0;CHF;20180123;113.05;20181129;109.7;20111213;20211210;XSWX;BO;CH;0
3.875 ANDERMATT 15-20;CH0305954585;ANDSAL;30595458;102.1;102.1;102.1;20190111;102.2;102.1;25000;25000;CHF;20181219;105;20180125;100;20151211;20201209;XSWX;BO;CH;0
3.875 CSG 17-99;CH0360172719;CSZ17;36017271;102.25;102.25;102.2;20190111;101.85;102.2;25000;25000;CHF;20180508;106.9;20190110;101.85;20170321;;XSWX;BO;CH;0
3.875 RAI 11-21;CH0143708870;RAI114;14370887;109.7;109.7;109.7;20190111;109.75;109.7;100000;100000;CHF;20180117;113.95;20190103;109.4;20111219;20211216;XSWX;BO;CH;0
4 ANDERMATT 18-23;CH0421979144;AND18;42197914;101.4;101.4;101.4;20190111;101.5;101.4;10000;10000;CHF;20190104;101.9;20181029;101.05;20180704;20230704;XSWX;BO;CH;0
4 EIDG AP 98-28;CH0008680370;E98A;868037;139.94;;;20190107;139.94;;0;0;CHF;20180116;141.42;20181010;136.98;19980327;20280404;XSWX;BO;CH;0
4 EIDG FE 98-23;CH0008435569;E981;843556;119.41;119.41;119.41;20190111;119.26;119.41;50000;50000;CHF;20180117;122.92;20181017;119.12;19980210;20230207;XSWX;BO;CH;290000
4 EIDG JA 98-49;CH0009755197;E984;975519;203.45;203.45;203.45;20190111;202.75;203.45;200000;200000;CHF;20190104;205.13;20180220;190.42;19981127;20490101;XSWX;BO;CH;0
4 GRPACRO 16-21;CH0336352783;ACR16;33635278;102.15;102.15;102;20190111;101.95;102;10000;10000;CHF;20180516;105;20181204;101.15;20160920;20211118;XSWX;BO;CH;0
4 HELVSI 14-44;CH0255893098;HVG141;25589309;111.35;;;20190110;111.35;;0;0;CHF;20180605;113.5;20181220;110.6;20141015;20441013;XSWX;BO;CH;0
4.00 SR VAA80-05/SDL;CH0001207635;SR80A;120763;15;;;20131219;15;;0;0;CHF;;;;;19960816;;XSWX;FL;CH;0
4.00 SR VAB80-05/SDL;CH0001207643;SR80B;120764;15;;;;15;;0;0;CHF;;;;;19960816;;XSWX;FL;CH;0
4.125 SR VA88-13/SDL;CH0001207569;SR88;120756;15;;;20140107;15;;0;0;CHF;;;;;19960816;;XSWX;FL;CH;0
4.25 JULB 14-99;CH0240109600;BJB14;24010960;102.35;102.35;102.25;20190111;102.25;102.25;295000;295000;CHF;20180115;106.7;20190107;101.85;20140603;;XSWX;CO;CH;0
4.25 SR 00-07   /SDL;CH0010348594;SR00;1034859;15;;;20170628;15;;0;0;CHF;;;;;20000126;;XSWX;BO;CH;0
4.375 SL 16-46;CH0316994653;SLH161;31699465;112.55;112.55;112.55;20190111;112.5;112.55;110000;110000;CHF;20180227;119.75;20181221;112;20160322;20460920;XSWX;BO;CH;0
4.5325 ALPIQ 13-99;CH0212184037;ATH13;21218403;96.05;96.2;95.65;20190111;96;95.65;805000;805000;CHF;20180326;99.4;20180621;85.5;20130513;;XSWX;BO;CH;200000
5  SANPHAR 17-22;CH0353955195;SAN17;35395519;69.85;69.85;69.85;20190111;69.6;69.85;25000;25000;CHF;20180122;91.9;20181227;55;20170216;20220215;XSWX;CB;CH;0
5.125 SR 89-03/SDL;CH0001207908;SR89;120790;15;;;20140714;15;;0;0;CHF;;;;;19960816;;XSWX;BO;CH;0
5.3046 ARYZTA 13-99;CH0200044813;ARY13;20004481;92.2;92.8;92.05;20190111;92.1;92.05;105000;105000;CHF;20180119;95.5;20180601;57.5;20130423;;XSWX;BO;CH;0
5.50 MEY CV 14-20;CH0253445131;MBT14;25344513;102;;;20190108;102;;0;0;CHF;20180119;221;20190104;100;20141117;20200922;XSWX;CB;CH;0
5.50 SR 93-03/SDL;CH0000939394;SR93;93939;15;;;20170316;15;;0;0;CHF;;;;;19960816;;XSWX;BO;CH;0
6 OMNI HLD 89-97/SDL;CH0001168647;OMN89;116864;0.05;;;;0.05;;0;0;CHF;;;;;19960816;;XSWX;BO;CH;0
6.25 SR 94-02/SDL;CH0002818968;SR94;281896;15;;;20170412;15;;0;0;CHF;;;;;20021024;;XSWX;BO;CH;0
6.25 SR 95-05/SDL;CH0003532998;SR95;353299;15;;;;15;;0;0;CHF;;;;;19960816;;XSWX;BO;CH;0
7.50 RUK 13-45;CH0224798972;RUK13;22479897;106.1;;;20181228;106.1;;0;0;CHF;20180206;110.1;20180912;102;20131004;20450829;XSWX;BO;CH;800000
ADUNO VA 17-19;CH0355616613;ADU17;35561661;100;;;20190104;100;;0;0;CHF;20180518;100.55;20181213;99.9;20170220;20190117;XSWX;FL;CH;0
AKB VA 18-20;CH0400101728;AGK18;40010172;100.84;;;20181217;100.85;;0;0;CHF;20180515;101.25;20181217;100.9;20180213;20200213;XSWX;FL;CH;0
EMMI VA 17-19;CH0368697741;EMF17;36869774;100.19;;;20180619;100.19;;0;0;CHF;20180227;101.35;20180529;100.39;20170619;20190619;XSWX;FL;CH;0
GIV VA 18-20;CH0407809752;GIV18;40780975;100.3;100.3;100.3;20190111;100.3;100.3;300000;300000;CHF;20180411;100.74;20190111;100.3;20180405;20200407;XSWX;FL;CH;0
PEA32 PEAN C 06/21 /Z;CH0417376065;PEA232;41737606;5.8;;;;5.8;;0;0;CHF;;;;;20180625;20210623;XSWX;WB;CH;0
RAI VA 18-20;CH0420489954;RAI182;42048995;100.8;;;20180925;100.8;;0;0;CHF;20180917;101.02;20180828;100.75;20180615;20200617;XSWX;FL;CH;0
SIKA VA 18-20;CH0406990827;SIK181;40699082;100.22;;;20181227;100.22;;0;0;CHF;20180620;100.5;20180925;100.18;20180323;20200325;XSWX;FL;CH;0

Produced at: 23:35:02 2019-01-11
