ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume
0 HYPONOE 17-20;CH0367013973;NOL172;36701397;100.45;;;20181206;100.45;;0;0;CHF;20181203;100.65;20180323;100;20170628;20201228;XSWX;BO;AT;0
0 LANDOE 17-19;CH0370943604;NOE171;37094360;100.37;;;20190103;100.37;;0;0;CHF;20180914;100.46;20181218;100.32;20170811;20190626;XSWX;BO;AT;0
0 WELTBK 86-21;CH0008805449;WEL86B;880544;101.75;;;20181218;101.75;;0;0;CHF;20180531;101.95;20180515;101.2;19960816;20211124;XSWX;BO;US;0
0.01 BAWAG PSK 16-21;CH0338330498;BAW16;33833049;99.9;;;20190110;99.9;;0;0;CHF;20181101;100.5;20180130;99.45;20161024;20210913;XSWX;BO;AT;0
0.04 LANDOE 16-26;CH0336352817;NOE162;33635281;99.6;;;20190109;99.5;;0;0;CHF;20190109;99.4;20181009;97.1;20161020;20261021;XSWX;BO;AT;0
0.05 BAOMO 18-22;CH0426621717;BOM18;42662171;100.35;;;20181206;100.35;;0;0;CHF;20180820;100.4;20181005;99.65;20180802;20221228;XSWX;BO;CA;1800000
0.05 MONDELE 17-20;CH0360172685;MON17;36017268;100.1;;;20181221;100.1;;0;0;CHF;20180409;100.45;20180212;100;20170329;20200327;XSWX;BO;US;0
0.10 CAHL 16-26;CH0310175598;CAB16;31017559;100.25;;;20181220;100.25;;0;0;CHF;20180904;100;20180216;97.65;20160125;20260122;XSWX;BO;FR;0
0.10 CIBC 18-25;CH0413618346;CIB18;41361834;101.35;;;20181228;101.35;;0;0;CHF;20181228;101.5;20180523;99.4;20180426;20250428;XSWX;BO;CA;0
0.10 DEUT BAHN 15-25;CH0303138520;DBF15;30313852;100.3;100.3;100.25;20190111;100;100.25;55000;55000;CHF;20180904;100.75;20180215;98.35;20151127;20251127;XSWX;BO;DE;0
0.10 MHB 18-24 /Z;CH0438965532;MUN182;43896553;101.6;;;20181220;101.6;;0;0;CHF;20181211;101.2;20181105;100.25;20181029;20241029;XSWX;BO;DE;0
0.10 RY 18-23;CH0423563532;RY18;42356353;100.7;;;20181219;100.7;;0;0;CHF;20181219;100.6;20181016;99.85;20180716;20230714;XSWX;BO;CA;0
0.125 CIBC 15-25;CH0305398254;CIB15;30539825;101.25;101.25;101.25;20190111;101.1;101.25;150000;150000;CHF;20190107;101.6;20180215;98.45;20151218;20251218;XSWX;BO;CA;0
0.125 DNB 18-23 /Z;CH0446595636;DNB18;44659563;100;;;20190108;100;;0;0;CHF;20181129;100.3;20181207;99.8;20181128;20231128;XSWX;BO;NO;0
0.125 HYPONOE 16-23;CH0340677779;NOL16;34067777;99.6;;;20190109;99.5;;0;0;CHF;20180502;100.15;20181010;98.2;20161013;20231013;XSWX;BO;AT;0
0.125 VLB 16-21;CH0338330449;VLH16;33833044;100.25;;;20181116;100.25;;0;0;CHF;20180528;100.6;20181116;99.8;20161004;20211004;XSWX;BO;AT;0
0.125 WSTPO 17-22;CH0373314894;WPL17;37331489;100.3;;;20190103;100.3;;0;0;CHF;20180606;100.8;20181015;99.5;20170731;20221213;XSWX;BO;GB;0
0.15 CAF 16-22;CH0310451833;CAF16;31045183;100.85;100.85;100.85;20190111;100.5;100.85;150000;150000;CHF;20180116;101.15;20180907;100.15;20160222;20220222;XSWX;BO;US;0
0.15 CIBC 18-23;CH0426621709;CIB181;42662170;100.95;;;20181219;100.95;;0;0;CHF;20181219;100.8;20181009;99.95;20180727;20230727;XSWX;BO;CA;0
0.15 KOWATE 18-23 /Z;CH0429659623;KWR18;42965962;100.9;;;20190109;100.85;;0;0;CHF;20190109;100.85;20180925;99.6;20180918;20230918;XSWX;BO;KE;0
0.15 LILLY 16-24;CH0323735594;LLY161;32373559;100.5;100.8;100.5;20190111;100.6;100.8;410000;410000;CHF;20190103;101.05;20180607;99;20160523;20240522;XSWX;BO;US;0
0.17 KOREA EXP 17-25;CH0370634633;EXK17;37063463;99.45;;;20190110;99.45;;0;0;CHF;20190110;99.45;20180130;96.6;20170714;20250716;XSWX;BO;KR;1000000
0.17 MC DON 16-24;CH0338330456;MCD16;33833045;98.75;;;20181220;98.75;;0;0;CHF;20180122;100.4;20181123;97;20161004;20241002;XSWX;BO;US;0
0.194 CABEI 15-21;CH0276581110;CBE15;27658111;100.4;100.45;100.4;20190111;100.85;100.45;60000;60000;CHF;20180119;101.25;20180731;99.95;20150515;20211117;XSWX;BO;US;0
0.20 ASB 17-24;CH0350030414;ASB17;35003041;99.4;;;20190108;99.4;;0;0;CHF;20190104;99.65;20181113;98.3;20170131;20240730;XSWX;BO;GB;0
0.20 CAL 18-23;CH0398677697;CAS18;39867769;99.6;;;20190109;99.6;;0;0;CHF;20180208;99.95;20181011;98.5;20180126;20231026;XSWX;BO;GB;0
0.20 HILTI 17-24;CH0384125115;HIL17;38412511;100.75;100.75;100.35;20190111;100.7;100.35;305000;305000;CHF;20190111;100.75;20180426;98.9;20171106;20241106;XSWX;BO;LI;500000
0.20 HYPONOE 17-22;CH0347556935;NOL17;34755693;100.55;;;20190109;100.55;;0;0;CHF;20180207;100.85;20181207;99.85;20170213;20220329;XSWX;BO;AT;0
0.20 LANDOE 15-20;CH0288977520;NOE15;28897752;101.35;;;20181112;101.35;;0;0;CHF;20180716;101.75;20181102;101.2;20150805;20200805;XSWX;BO;AT;0
0.20 LGT 16-26;CH0338330431;LGT16;33833043;98.55;98.55;98.5;20190111;98.3;98.5;180000;180000;CHF;20180126;99.65;20180723;96.05;20161010;20261009;XSWX;BO;LI;0
0.20 LSH 18-26;CH0406415304;LFH18;40641530;101.4;;;20190110;101.4;;0;0;CHF;20190110;101.4;20180425;99;20180417;20260415;XSWX;BO;SE;400000
0.20 NADB 17-27;CH0362748276;NADB17;36274827;99.85;;;20181203;99.85;;0;0;CHF;20180123;99.65;20180509;97.9;20170424;20271022;XSWX;BO;US;0
0.20 NBRNS 16-31;CH0343366800;PNB16;34336680;96.1;;;20181219;96.1;;0;0;CHF;20180123;95.45;20181009;92.05;20161103;20311105;XSWX;BO;CA;0
0.20 SCOTIA 18-25 /Z;CH0441186514;BNS18;44118651;101.3;;;20190109;101.3;;0;0;CHF;20190109;101.3;20181119;100.05;20181116;20251117;XSWX;BO;CA;0
0.20 SCOTIA T3 18-25 /Z;CH0449619037;BNS181;44961903;101.4;;;;101.4;;0;0;CHF;;;;;20181212;20190122;XSWX;BO;CA;0
0.2075 KGC 18-23;CH0423563540;KOG18;42356354;101.15;;;20181220;101.15;;0;0;CHF;20181220;101.05;20181009;99.75;20180730;20230728;XSWX;BO;KR;0
0.25 AKAH 15-25;CH0301549348;AKA15;30154934;102.15;;;20181220;102.15;;0;0;CHF;20181220;102.05;20180214;99.45;20151113;20251114;XSWX;BO;SE;500000
0.25 ANZ 16-23;CH0310451825;ANN16;31045182;100.2;100.2;100.2;20190111;100.3;100.2;5000;5000;CHF;20180619;100.55;20181011;99.3;20160223;20231023;XSWX;BO;GB;0
0.25 ANZ 17-25;CH0357520433;ANN17;35752043;98.65;;;20190108;98.6;;0;0;CHF;20180118;99.55;20181010;97.2;20170320;20250918;XSWX;BO;GB;0
0.25 BCI 15-20;CH0278875965;BCR15;27887596;100.4;;;20190108;100.4;;0;0;CHF;20180518;100.9;20181002;100;20150615;20200615;XSWX;BO;CL;0
0.25 BDC 16-24;CH0346190033;BDC162;34619003;99.4;;;20181228;99.4;;0;0;CHF;20181228;99.05;20181107;97.5;20161201;20241203;XSWX;BO;CL;0
0.25 BNZ 15-22;CH0282018990;BNI15;28201899;100.6;;;20190109;100.6;;0;0;CHF;20180117;101.45;20181121;100.25;20150622;20220622;XSWX;BO;NZ;180000
0.25 CAHL 15-26;CH0305398247;CAB151;30539824;101;;;20190107;101;;0;0;CHF;20180821;101.45;20180205;98.85;20151216;20260616;XSWX;BO;FR;0
0.25 CAHL 17-27;CH0373945036;CAB17;37394503;99.8;;;20190109;99.8;;0;0;CHF;20180529;100.1;20181011;98;20170725;20270723;XSWX;BO;FR;0
0.25 CAHL 18-25;CH0401956880;CAB18;40195688;101.25;;;20190110;101.25;;0;0;CHF;20180529;102.05;20181008;100.1;20180306;20251204;XSWX;BO;FR;200000
0.25 CDM 18-25;CH0414510062;CDM18;41451006;102.2;;;20181115;102.2;;0;0;CHF;20180831;102.05;20180927;100.85;20180528;20270527;XSWX;BO;FR;0
0.25 Coca-Cola 15-22;CH0297974880;COC151;29797488;101.5;;;20190109;101.5;;0;0;CHF;20180119;101.9;20180209;100.6;20151001;20221220;XSWX;BO;US;0
0.25 DAIMFI 18-22 /Z;CH0446595602;DIF180;44659560;100.6;;;20190103;100.6;;0;0;CHF;20190103;100.75;20181119;99.95;20181113;20221111;XSWX;BO;NL;0
0.25 KIWIBANK 18-23;CH0407809794;KIW17;40780979;100.05;;;20190109;100.05;;0;0;CHF;20180529;100.6;20181005;99.35;20180416;20231016;XSWX;BO;NZ;0
0.25 KOREACORP 17-24;CH0365501508;KEC17;36550150;100.45;100.45;100.45;20190111;100.15;100.45;30000;30000;CHF;20180406;100.7;20180515;99.15;20170602;20240605;XSWX;BO;KR;0
0.25 NAB 16-23;CH0309761853;NAB16;30976185;100.95;;;20190108;100.95;;0;0;CHF;20180321;101.3;20181108;100.05;20160115;20230117;XSWX;BO;AU;0
0.25 NAB 18-24;CH0404599224;NAB18;40459922;100.25;;;20181219;100.25;;0;0;CHF;20180404;100.45;20181108;99.15;20180309;20240311;XSWX;BO;AU;0
0.25 NADB 15-25;CH0278346769;NADB15;27834676;101.75;;;20180731;101.75;;0;0;CHF;20180704;100.9;20180516;99.7;20150428;20250428;XSWX;BO;US;0
0.25 NBRNS 17-29;CH0347556877;PNB17;34755687;99.4;;;20181220;99.4;;0;0;CHF;20180117;99.3;20181010;96.65;20170117;20290117;XSWX;BO;CA;0
0.25 NESTLE 17-27;CH0383104335;NES17;38310433;99.7;;;20190109;99.7;;0;0;CHF;20180119;100.25;20180607;96.9;20171002;20270930;XSWX;BO;US;0
0.25 NORDEA 15-23;CH0302790115;NDA151;30279011;101.35;101.35;101.35;20190111;101;101.35;60000;60000;CHF;20181219;101.45;20180202;99.8;20151125;20231123;XSWX;BO;FI;0
0.25 ONT 17-29;CH0367206759;ONT17;36720675;99.45;;;20190103;99.45;;0;0;CHF;20190103;99.8;20181010;96.2;20170626;20290626;XSWX;BO;CA;0
0.25 VLB 18-25 /Z;CH0441186480;VLH181;44118648;102;;;20181221;102;;0;0;CHF;20181221;101.85;20181207;101.1;20181109;20251110;XSWX;BO;AT;0
0.253 KOREA EXP 18-23;CH0401007346;KEX18;40100734;101.05;;;20181214;101.05;;0;0;CHF;20181204;101.35;20180517;100;20180302;20230302;XSWX;BO;KR;0
0.288 TCISA 18-26;CH0425766539;TOT18;42576653;100.7;100.7;100.7;20190111;100.45;100.7;150000;150000;CHF;20190111;100.7;20181010;98.4;20180709;20260709;XSWX;BO;FR;0
0.297 CARIBB 16-28;CH0326371470;CDB16;32637147;96.9;;;20181207;96.9;;0;0;CHF;20180430;98.1;20181022;94.6;20160705;20280705;XSWX;BO;AN;0
0.30  POLSKI 17-21;CH0385997074;PKO17;38599707;100.25;;;20181220;100.25;;0;0;CHF;20180118;101.5;20180709;99.9;20171031;20211029;XSWX;BO;PL;0
0.30 ABN 16-24;CH0315593860;ABN16;31559386;100.2;;;20190109;100.2;;0;0;CHF;20190104;101;20181015;98.45;20160316;20241216;XSWX;BO;NL;0
0.30 AKAH 17-29;CH0373945085;AKA17;37394508;99.7;;;20181205;99.7;;0;0;CHF;20180116;99.75;20181016;97.4;20170906;20291004;XSWX;BO;SE;0
0.30 CAF 17-25;CH0360172727;CAF17;36017272;99.1;;;20190108;99.05;;0;0;CHF;20180525;100.35;20181109;97.9;20170405;20250404;XSWX;BO;US;0
0.30 CAL 17-24;CH0379268763;CAS17;37926876;99.8;;;20190107;99.8;;0;0;CHF;20180117;100.3;20181016;98.45;20171016;20240416;XSWX;BO;GB;0
0.30 CDM 17-27;CH0386949348;CDM17;38694934;101.1;;;20181219;101.1;;0;0;CHF;20180831;101.05;20181009;98.8;20171109;20271110;XSWX;BO;FR;0
0.30 DEPFA 16-21;CH0341440300;DEP16;34144030;99.15;99.15;99.15;20190111;98.8;99.15;5000;5000;CHF;20180118;100.8;20181123;97.9;20161031;20211029;XSWX;BO;DE;0
0.30 EDF 16-24;CH0341725858;EDF16;34172585;99.7;99.7;99.7;20190111;99.55;99.7;190000;190000;CHF;20190103;100.1;20180425;98.55;20161013;20241010;XSWX;BO;FR;0
0.30 JNLGF 18-23;CH0423233565;JAC18;42323356;100.85;;;20190104;100.85;;0;0;CHF;20190104;100.9;20180730;99.8;20180717;20231214;XSWX;BO;US;0
0.30 MHB 17-24;CH0384125040;MUN17;38412504;100.05;;;20190110;100.05;;0;0;CHF;20190104;100.25;20181121;98.7;20171011;20241218;XSWX;BO;DE;0
0.30 MPL 17-26;CH0347556885;MPL17;34755688;99.4;;;20181227;99.4;;0;0;CHF;20180117;101.2;20181012;97.4;20170118;20260115;XSWX;BO;US;0
0.30 NAB 17-25;CH0346828434;NAB17;34682843;99.2;;;20190110;99.2;;0;0;CHF;20180117;101.25;20181108;97.75;20170127;20251029;XSWX;BO;AU;0
0.30 NADB 18-26;CH0423233540;NAD18;42323354;101.85;;;20190110;101.85;;0;0;CHF;20190104;101.95;20181004;99.6;20180720;20260722;XSWX;BO;US;200000
0.30 SCOTIA 15-22;CH0295653577;BNS15;29565357;101.4;;;20190109;101.4;;0;0;CHF;20180529;101.9;20180423;100.45;20150914;20220914;XSWX;BO;CA;0
0.30 SPARNORD 16-22;CH0316423265;SNN16;31642326;100.95;100.95;100.95;20190111;101.35;100.95;100000;100000;CHF;20180530;101.45;20181015;100.25;20160316;20220914;XSWX;BO;NO;0
0.30 WBC 17-25;CH0387879056;WBC17;38787905;99.2;99.2;99.2;20190111;98.9;99.2;40000;40000;CHF;20180117;100.35;20181016;97.7;20171124;20251126;XSWX;BO;AU;0
0.303 KDB 18-23;CH0417086078;KDB18;41708607;101.3;;;20181005;101.3;;0;0;CHF;20180906;101.45;20180613;100.85;20180612;20230612;XSWX;BO;KR;0
0.304 CAF 16-24;CH0315955903;CAF161;31595590;99.9;;;20181017;99.9;;0;0;CHF;20180117;100.95;20181017;99.1;20160314;20240912;XSWX;BO;US;0
0.314 CABEI 18-24;CH0398677713;CBE181;39867771;99.75;;;20190104;99.75;;0;0;CHF;20180405;100.35;20181009;98.45;20180301;20240903;XSWX;BO;US;0
0.32 BFCM 17-25;CH0355139855;BCM17;35513985;99.3;;;20181227;99.3;;0;0;CHF;20180117;100.3;20181010;97.75;20170209;20250206;XSWX;BO;FR;0
0.322 FADB 18-23;CH0433761282;FGS18;43376128;100;;;20181206;99.4;;0;0;CHF;20181205;100.1;20181206;99.4;20180925;20230925;XSWX;BO;AE;0
0.35 ANZ 18-24;CH0398677747;ANN18;39867774;100.35;;;20190110;100.4;;0;0;CHF;20180305;100.65;20181016;99.15;20180220;20241018;XSWX;BO;GB;0
0.35 BS 16-25;CH0346461772;BSC161;34646177;99.1;99.1;98.85;20190111;98.8;98.85;350000;350000;CHF;20180809;100;20181106;97.35;20161129;20250528;XSWX;BO;CL;500000
0.35 LANDOE 15-23;CH0296231951;NOE151;29623195;103.05;;;20190104;103.05;;0;0;CHF;20190103;103.8;20180214;101.35;20150918;20230920;XSWX;BO;AT;0
0.35 MHB 18-23;CH0409938120;MUN18;40993812;100.5;;;20190107;100.5;;0;0;CHF;20180824;101.2;20181004;99.55;20180502;20231208;XSWX;BO;DE;0
0.35 NAB 15-22;CH0289316397;NAB15;28931639;101.5;;;20181221;101.5;;0;0;CHF;20180307;101.75;20181012;100.55;20150803;20220803;XSWX;BO;AU;0
0.35 SPBA1SMN 16-23;CH0318407761;SPT16;31840776;100.8;100.8;100.8;20190111;100.85;100.8;50000;50000;CHF;20190108;100.85;20181012;99.7;20160401;20230403;XSWX;BO;NO;0
0.366 BFCM 18-24;CH0407809778;BCM18;40780977;100;;;20181227;100;;0;300000;CHF;20180529;100.35;20181016;98.6;20180406;20241008;XSWX;BO;FR;0
0.371 CABEI 16-22;CH0311427626;CBE16;31142762;100.8;;;20190103;100.8;;0;0;CHF;20180123;101.55;20181005;100.05;20160224;20220824;XSWX;BO;US;0
0.373 KOROIL 18-23;CH0416445325;KNO18;41644532;101.65;;;20181212;101.65;;0;0;CHF;20181212;101.55;20180607;100.15;20180530;20230530;XSWX;BO;KR;0
0.375 AAPL 15-24;CH0271171685;APP151;27117168;101.8;101.8;101.8;20190111;101.9;101.8;15000;15000;CHF;20180118;102.3;20181010;100.1;20150223;20241121;XSWX;BO;US;0
0.375 ADCB 18-23;CH0391648026;ADC18;39164802;99.25;;;20190107;99.25;;0;0;CHF;20181029;100.6;20181210;98.65;20180119;20230119;XSWX;BO;KY;0
0.375 BS 15-22;CH0280567469;BSC15;28056746;100.8;;;20181228;100.8;;0;0;CHF;20180320;101.3;20180212;99.85;20150515;20220517;XSWX;BO;CL;0
0.375 CAL 15-20;CH0266842696;CAS15;26684269;100.87;;;20181221;100.87;;0;0;CHF;20180306;101.5;20181213;100.69;20150123;20200123;XSWX;BO;GB;0
0.375 JNLGF 17-25;CH0373945044;JAC177;37394504;100.35;;;20190103;100.35;;0;0;CHF;20180117;100.95;20181011;98.5;20170719;20250716;XSWX;BO;US;0
0.375 LANDOE 14-21;CH0256886505;NOE14;25688650;102;;;20181214;102;;0;0;CHF;20180627;102.45;20181101;101.8;20141023;20210423;XSWX;BO;AT;0
0.375 LIMECO 18-26;CH0398633377;LIM18;39863337;101.65;;;20181113;101.65;;0;0;CHF;20181113;100.85;20180925;99.55;20180924;20260923;XSWX;BO;DE;0
0.375 NYL 15-22;CH0267020045;NYG15;26702004;102;;;20181213;102;;0;0;CHF;20180323;102.1;20180212;101.45;20150130;20220131;XSWX;BO;KY;0
0.375 SHELL 15-23;CH0292877880;SIF15;29287788;101.7;101.7;101.7;20190111;102;101.7;15000;15000;CHF;20180619;102.3;20180423;100.85;20150821;20230817;XSWX;BO;NL;0
0.375 VERIZON 17-23;CH0367206668;VER01;36720666;100.35;100.35;99.75;20190111;100.35;99.75;75000;75000;CHF;20180126;100.9;20181010;99.1;20170529;20230526;XSWX;BO;US;0
0.375 VODGB 16-24;CH0325429188;VOD16;32542918;98.8;98.8;98.8;20190111;98.8;98.8;50000;50000;CHF;20180118;100.8;20181010;97.35;20160601;20241129;XSWX;BO;GB;0
0.375 WFC 15-22;CH0278875973;WEF15;27887597;100.75;100.75;100.75;20190111;100.75;100.75;200000;200000;CHF;20180117;101.95;20181119;100.2;20150529;20220531;XSWX;BO;US;150000
0.375 WSTPO 16-24;CH0306770600;WPL16;30677060;100.9;;;20190107;100.9;;0;0;CHF;20180117;101.8;20181113;99.9;20160203;20240201;XSWX;BO;GB;0
0.3825 KOREA EXP 18-24;CH0421460400;KOR18;42146040;101.6;;;20190110;101.6;;0;0;CHF;20190110;101.6;20181115;99.95;20180709;20240709;XSWX;BO;KR;0
0.40 BFCM 17-25;CH0368825474;BNP175;36882547;99.05;;;20190109;99.05;;0;0;CHF;20180122;100.1;20181016;97.1;20170616;20251217;XSWX;BO;FR;0
0.40 CWBA 17-26;CH0385518045;CWA17;38551804;98.8;;;20190107;98.8;;0;0;CHF;20180116;101;20180926;97.45;20171023;20260923;XSWX;BO;AU;2000000
0.40 HILTI 17-27;CH0384125123;HIL171;38412512;100.55;;;20190104;100.55;;0;0;CHF;20181228;101.05;20180215;98;20171106;20271104;XSWX;BO;LI;0
0.40 SOGE 17-22;CH0353945402;SGP17;35394540;99.6;;;20190109;99.6;;0;0;CHF;20180305;100.95;20181121;98.4;20170221;20220218;XSWX;BO;FR;0
0.40 WBC 15-23;CH0282343760;WBC151;28234376;101.05;;;20190109;101;;0;0;CHF;20180529;101.75;20181012;100.35;20150605;20230607;XSWX;BO;AU;0
0.40 WBC 18-24;CH0417086060;WBC181;41708606;100.85;;;20190107;100.85;;0;0;CHF;20190104;101.25;20181108;99.75;20180604;20240604;XSWX;BO;AU;0
0.4075 KEBHB 18-23 / Z;CH0429659615;KEB18;42965961;99.6;;;20190108;99.5;;0;0;CHF;20181203;99.8;20181002;99.25;20180912;20230912;XSWX;BO;KR;2000000
0.41 AMGNE 16-23;CH0314209369;AMG16;31420936;101.3;101.3;101.15;20190111;101.2;101.15;585000;585000;CHF;20180118;101.85;20181207;100.35;20160304;20230306;XSWX;BO;US;0
0.441 BS 18-23;CH0428194291;BSC181;42819429;100.25;;;20181227;100.25;;0;0;CHF;20181227;100.35;20181029;99.4;20180919;20231219;XSWX;BO;CL;0
0.45 CAF 15-23;CH0292086193;CAF151;29208619;101.7;;;20181228;101.7;;0;0;CHF;20180529;102.15;20181018;100.15;20150903;20230905;XSWX;BO;US;0
0.45 CAL 17-22;CH0358654934;CAL17;35865493;100.65;;;20190109;100.65;;0;0;CHF;20180328;101;20180716;99.45;20170310;20220310;XSWX;BO;GB;0
0.45 DEUT BAHN 17-30;CH0385997108;DBF17;38599710;99.3;;;20181228;99.3;;0;0;CHF;20180116;100.1;20181011;96.95;20171106;20301106;XSWX;BO;DE;1400000
0.45 JPM 16-26;CH0319415995;JPM16;31941599;98.6;98.6;98.6;20190111;98.65;98.6;250000;250000;CHF;20180117;101.5;20180612;96.8;20160509;20261109;XSWX;BO;US;0
0.45 LILLY 16-28;CH0323735602;LLY162;32373560;99.45;;;20190104;99.45;;0;0;CHF;20180118;100.8;20181010;97.15;20160523;20280522;XSWX;BO;US;0
0.45 VLB 18-24;CH0401956864;VLH18;40195686;100.9;;;20190104;100.9;;0;300000;CHF;20190104;101.1;20180926;99.9;20180301;20240301;XSWX;BO;AT;0
0.50 ABN 15-22;CH0285509409;ABN15;28550940;102.25;;;20181214;102.25;;0;0;CHF;20181130;102.2;20180725;101.5;20150727;20220727;XSWX;BO;GB;0
0.50 ACHMEA 17-23;CH0363645505;ACH17;36364550;100.4;;;20190108;100.4;;0;0;CHF;20180115;101.4;20181213;99.3;20170426;20231025;XSWX;BO;NL;200000
0.50 ACHMEA 17-25;CH0382451646;ACH171;38245164;98.3;;;20190109;98.3;;0;0;CHF;20180119;100.25;20181207;97.45;20171002;20251001;XSWX;BO;NL;0
0.50 ACHMEA 18-22 /Z;CH0441004402;ACH18;44100440;101.1;101.1;101.05;20190111;100.9;101.05;140000;140000;CHF;20190111;101.1;20181115;100.45;20181113;20221111;XSWX;BO;NL;0
0.50 AT&T 14-19;CH0260769382;ATT14;26076938;100.7;;;20190104;100.7;;0;0;CHF;20180223;101.75;20180920;100.51;20141125;20191202;XSWX;BO;US;5850000
0.50 CAF 15-26;CH0270382093;CAF15;27038209;99.85;;;20190109;99.85;;0;0;CHF;20180116;101.6;20181102;98.1;20150224;20260224;XSWX;BO;US;1000000
0.50 CAHL 15-27;CH0255893072;CAB15;25589307;102.6;;;20181206;102.6;;0;0;CHF;20180827;102.5;20181001;100.8;20150313;20270312;XSWX;BO;FR;0
0.50 CAHL 18-28 /Z;CH0435590382;CAB181;43559038;101.1;;;20190110;101.1;;0;0;CHF;20181221;101.3;20181009;99.3;20181001;20280929;XSWX;BO;FR;0
0.50 CG 17-24;CH0365501474;CGI17;36550147;98.95;;;20181219;98.95;;0;0;CHF;20180123;100.85;20181123;97.75;20170518;20241120;XSWX;BO;US;0
0.50 DEUT BAHN 18-28;CH0423233557;DBF18;42323355;101.55;;;20190104;101.55;;0;0;CHF;20190104;101.65;20181009;99.4;20180716;20280714;XSWX;BO;DE;0
0.50 DHSF 15-23;CH0305557644;DHS15;30555764;101.9;101.9;101.9;20190111;101.95;101.9;60000;60000;CHF;20180122;103.25;20180209;100;20151207;20231206;XSWX;BO;LU;500000
0.50 EBN 14-22;CH0253225921;EBN14;25322592;103.15;103.15;103.1;20190111;103.05;103.1;60000;60000;CHF;20180905;103.35;20180215;102.2;20140918;20220920;XSWX;BO;NL;0
0.50 GOLDMANGR 17-24;CH0379268672;GSG17;37926867;97.55;97.55;97.35;20190111;97.8;97.45;530000;530000;CHF;20180122;100.9;20181130;96.7;20170831;20241202;XSWX;BO;US;330000
0.50 HEAT 16-24;CH0311427584;BAA16;31142758;101.4;;;20190109;101.4;;0;0;CHF;20180119;101.8;20180215;99.95;20160215;20240515;XSWX;BO;JE;0
0.50 JPM 15-23;CH0272024669;JPM15;27202466;101.2;101.2;101.2;20190111;101.45;101.2;5000;5000;CHF;20180117;102.75;20180717;100.1;20150302;20231130;XSWX;BO;US;0
0.50 LANDOE 14-22;CH0256886539;NOE141;25688653;103.4;;;20181228;103.4;;0;0;CHF;20181228;103.4;20180206;102.85;20141023;20221025;XSWX;BO;AT;0
0.50 LGT 17-27;CH0360677287;LGT17;36067728;99.9;;;20190104;99.9;;0;0;CHF;20180117;100.9;20181010;97.95;20170510;20270510;XSWX;BO;LI;0
0.50 MHB 18-28;CH0417086086;MUN181;41708608;102.3;;;20190109;102.3;;0;0;CHF;20180709;102.45;20181012;100.05;20180612;20280612;XSWX;BO;DE;0
0.50 NYL 14-19;CH0243483812;NYLG14;24348381;100.42;;;20181220;100.42;;0;0;CHF;20180129;101.42;20181220;100.39;20140512;20190509;XSWX;BO;US;3350000
0.50 RCI 17-22;CH0362257997;RCI17;36225799;100.5;;;20190110;100.5;;0;1120000;CHF;20180118;101.6;20181122;98.7;20170419;20220414;XSWX;BO;FR;0
0.50 SANTAN 15-20;CH0292984447;SAN15;29298444;100.7;;;20181217;100.7;;0;0;CHF;20180710;101.25;20181011;100.35;20151001;20201001;XSWX;BO;ES;0
0.50 TCISA 15-27;CH0282018982;TOT15;28201898;100.95;;;20190110;100.95;;0;0;CHF;20180117;102.1;20181012;99;20150529;20270528;XSWX;BO;FR;0
0.50 TEVAPN 16-22;CH0333827498;TEV161;33382749;93;;;20190110;93;;0;0;CHF;20180807;97.25;20180115;90;20160727;20220726;XSWX;BO;NL;0
0.50 VODGB 16-31;CH0337829268;VOD161;33782926;86.9;86.9;86.9;20190111;87;86.9;5000;5000;CHF;20180126;93.35;20181016;85;20160915;20310917;XSWX;BO;GB;0
0.50 VPB 15-21;CH0262888933;VPB15;26288893;101.3;;;20190104;101.3;;0;0;CHF;20180921;101.85;20180423;101;20150401;20210401;XSWX;BO;LI;0
0.50 WBC 15-22;CH0255893064;WBC15;25589306;101.7;;;20190108;101.7;;0;0;CHF;20181220;102.25;20181004;101.35;20150129;20220131;XSWX;BO;AU;0
0.50 WBC 18-28;CH0398678927;WBC18;39867892;98.1;;;20190108;98.2;;0;0;CHF;20180312;99.65;20181112;96.2;20180214;20280512;XSWX;BO;AU;3000000
0.50 WFC 15-23;CH0299477353;WEF151;29947735;100.85;;;20190104;100.85;;0;0;CHF;20180117;102;20181203;99.85;20151029;20231031;XSWX;BO;US;0
0.51 CAF 16-26;CH0315955937;CAF162;31595593;99.55;;;20181221;99.55;;0;0;CHF;20180124;101.05;20181204;98.4;20160314;20260914;XSWX;BO;US;0
0.55 BFCM 15-23;CH0303925652;BCM15;30392565;101.5;;;20190110;101.5;;0;0;CHF;20180409;102.2;20180717;100.3;20151207;20231206;XSWX;BO;FR;0
0.55 CAL 15-22;CH0292086714;CAS152;29208671;101.75;101.75;101.75;20190111;101.6;101.75;250000;250000;CHF;20180508;102.45;20180726;100.7;20150828;20220830;XSWX;BO;GB;0
